severity,query,num_urls,total_impressions,total_clicks,avg_position,intended_url,actual_winner,is_misaligned,intended_imp,winner_imp,urls
HIGH,combi oven repair,2,30,0,20.7,/commercial/combi-oven-repair/,/services/wall-oven-repair/,True,0,18,/services/wall-oven-repair/::imp=18::pos=22.7::clk=0|/commercial/oven-repair/combi-oven-repair/::imp=12::pos=17.7::clk=0
HIGH,dryer repair ventura,2,30,0,61.85,/ventura/dryer-repair/,/ventura/,True,0,16,/ventura/::imp=16::pos=57.6::clk=0|/ventura-county/::imp=14::pos=66.7::clk=0
HIGH,fridge repair,4,30,0,17.58,/services/refrigerator-repair/,/pasadena/,True,0,15,/pasadena/::imp=15::pos=16.1::clk=0|/riverside/::imp=5::pos=31.0::clk=0|/services/refrigerator-repair-los-angeles/::imp=5::pos=25.2::clk=0|/west-hollywood/::imp=5::pos=1.0::clk=0
LOW,garbage disposal repair cost,1,30,0,43.0,/price-list/garbage-disposal-repair-cost/,/price-list/garbage-disposal-repair-cost/,False,30,30,/price-list/garbage-disposal-repair-cost/::imp=30::pos=43.0::clk=0
HIGH,oven repair burbank,1,30,0,60.3,/burbank/oven-repair/,/burbank/,True,0,30,/burbank/::imp=30::pos=60.3::clk=0
HIGH,wine guardian repair,4,30,0,20.2,/brands/wine-guardian-repair/,/services/wine-cellar-repair/,True,6,10,/services/wine-cellar-repair/::imp=10::pos=15.8::clk=0|/services/wine-cellar-repair-los-angeles/::imp=9::pos=13.1::clk=0|/brands/wine-guardian-repair/::imp=6::pos=22.0::clk=0|/services/wine-cellar-cooling-repair/::imp=5::pos=39.6::clk=0
HIGH,woodland hills dryer repair,1,30,0,62.0,/woodland-hills/dryer-repair/,/woodland-hills/,True,0,30,/woodland-hills/::imp=30::pos=62.0::clk=0
HIGH,woodland hills oven repair,1,30,0,64.0,/woodland-hills/oven-repair/,/woodland-hills/,True,0,30,/woodland-hills/::imp=30::pos=64.0::clk=0
LOW,ac repair service in redlands,1,29,0,77.9,/redlands/,/redlands/,False,29,29,/redlands/::imp=29::pos=77.9::clk=0
LOW,appliance repair brentwood,1,29,0,39.9,/brentwood/,/brentwood/,False,29,29,/brentwood/::imp=29::pos=39.9::clk=0
MEDIUM,appliance repair monterey park ca,2,29,0,18.66,/monterey-park/,/monterey-park/,False,20,20,/monterey-park/::imp=20::pos=17.6::clk=0|/west-hollywood/::imp=9::pos=21.0::clk=0
MEDIUM,appliance repair sherman oaks ca,2,29,0,60.49,/sherman-oaks/,/sherman-oaks/,False,15,15,/sherman-oaks/::imp=15::pos=58.7::clk=0|/west-hollywood/::imp=14::pos=62.4::clk=0
HIGH,dryer service,2,29,0,28.74,/services/dryer-repair/,/agoura-hills/,True,0,15,/agoura-hills/::imp=15::pos=31.3::clk=0|/calabasas/::imp=14::pos=26.0::clk=0
MEDIUM,wine cooler repair cost,2,29,0,17.97,/price-list/wine-cooler-repair-cost/,/price-list/wine-cooler-repair-cost/,False,18,18,/price-list/wine-cooler-repair-cost/::imp=18::pos=8.9::clk=0|/price-list/commercial-wine-cooler-repair-cost/::imp=11::pos=32.8::clk=0
LOW,appliance repair laguna niguel ca,1,28,0,49.6,/laguna-niguel/,/laguna-niguel/,False,28,28,/laguna-niguel/::imp=28::pos=49.6::clk=0
HIGH,appliance repair ventura county,2,28,0,62.75,/ventura/,/ventura-county/,True,14,14,/ventura-county/::imp=14::pos=66.4::clk=0|/ventura/::imp=14::pos=59.1::clk=0
HIGH,commercial barbecue repair,1,28,0,20.6,/,/services/bbq-grill-repair-los-angeles/,True,0,28,/services/bbq-grill-repair-los-angeles/::imp=28::pos=20.6::clk=0
HIGH,same day hvac repair,1,28,0,7.1,/,/services/hvac-repair-los-angeles/,True,0,28,/services/hvac-repair-los-angeles/::imp=28::pos=7.1::clk=0
HIGH,stove service,2,28,0,29.16,/services/oven-repair/,/services/stove-repair-los-angeles/,True,0,18,/services/stove-repair-los-angeles/::imp=18::pos=14.7::clk=0|/services/stove-repair/::imp=10::pos=55.2::clk=0
HIGH,whisperkool repair los angeles,3,28,0,14.56,/brands/whisperkool/,/price-list/wine-cellar-repair-cost/,True,0,12,/price-list/wine-cellar-repair-cost/::imp=12::pos=11.2::clk=0|/services/wine-cellar-repair/::imp=10::pos=11.3::clk=0|/los-angeles/::imp=6::pos=26.7::clk=0
MEDIUM,wine cooler compressor replacement cost,2,28,0,15.23,/price-list/wine-cooler-repair-cost/,/price-list/wine-cooler-repair-cost/,False,15,15,/price-list/wine-cooler-repair-cost/::imp=15::pos=12.4::clk=0|/price-list/commercial-wine-cooler-repair-cost/::imp=13::pos=18.5::clk=0
LOW,appliance repair upland,1,27,0,25.1,/upland/,/upland/,False,27,27,/upland/::imp=27::pos=25.1::clk=0
HIGH,appliance repair west la,1,27,0,14.8,/los-angeles/,/west-hollywood/,True,0,27,/west-hollywood/::imp=27::pos=14.8::clk=0
HIGH,appliane repair culver city ca,1,27,0,21.0,/culver-city/,/west-hollywood/,True,0,27,/west-hollywood/::imp=27::pos=21.0::clk=0
MEDIUM,commercial washing machine repair,3,27,0,72.81,/commercial/washer-repair/,/commercial/washer-repair/,False,16,16,/commercial/washer-repair/::imp=16::pos=77.3::clk=0|/services/commercial-laundry-machine-repair-los-angeles/::imp=6::pos=65.2::clk=0|/commercial/laundry-repair/::imp=5::pos=67.6::clk=0
HIGH,gas fireplace repair cost,1,27,0,16.9,/outdoor/fireplace-repair/,/price-list/fireplace-repair-cost/,True,0,27,/price-list/fireplace-repair-cost/::imp=27::pos=16.9::clk=0
HIGH,walk in freezer repair near me,1,27,0,50.7,/services/refrigerator-repair/,/,True,0,27,/::imp=27::pos=50.7::clk=0
HIGH,washer repair near me,2,27,0,16.21,/services/washer-repair/,/rancho-cucamonga/,True,0,15,/rancho-cucamonga/::imp=15::pos=17.5::clk=0|/pasadena/::imp=12::pos=14.6::clk=0
HIGH,commercial holding cabinet repair,1,26,0,19.1,/,/commercial/holding-cabinet-repair/,True,0,26,/commercial/holding-cabinet-repair/::imp=26::pos=19.1::clk=0
HIGH,commercial laundry repair,2,26,0,65.98,/,/commercial/laundry-repair/,True,0,16,/commercial/laundry-repair/::imp=16::pos=79.6::clk=0|/commercial/washer-repair/::imp=10::pos=44.2::clk=0
HIGH,lg washing machine repair near me,1,26,0,2.9,/brands/lg-washer-repair/,/west-hollywood/,True,0,26,/west-hollywood/::imp=26::pos=2.9::clk=0
LOW,range hood repair,1,26,0,70.7,/services/range-hood-repair/,/services/range-hood-repair/,False,26,26,/services/range-hood-repair/::imp=26::pos=70.7::clk=0
HIGH,small appliance repair ventura ca,2,26,0,62.4,/ventura/,/ventura-county/,True,13,13,/ventura-county/::imp=13::pos=66.1::clk=0|/ventura/::imp=13::pos=58.7::clk=0
MEDIUM,wine cellar cooling unit repair,2,26,0,68.45,/services/wine-cellar-cooling-repair/,/services/wine-cellar-cooling-repair/,False,13,13,/services/wine-cellar-cooling-repair/::imp=13::pos=77.9::clk=0|/services/wine-cellar-repair-los-angeles/::imp=13::pos=59.0::clk=0
HIGH,woodland hills washer repair,1,26,0,64.7,/woodland-hills/washer-repair/,/woodland-hills/,True,0,26,/woodland-hills/::imp=26::pos=64.7::clk=0
HIGH,commercial dryer repair,1,25,0,35.0,/commercial/dryer-repair/,/commercial/laundry-repair/,True,0,25,/commercial/laundry-repair/::imp=25::pos=35.0::clk=0
HIGH,dacor appliance repair,1,25,0,1.0,/brands/dacor/,/west-hollywood/,True,0,25,/west-hollywood/::imp=25::pos=1.0::clk=0
HIGH,gas stove repair near me,3,25,0,34.59,/services/oven-repair/,/services/stove-repair-los-angeles/,True,0,12,/services/stove-repair-los-angeles/::imp=12::pos=10.2::clk=0|/services/range-repair-los-angeles/::imp=7::pos=52.9::clk=0|/services/stove-repair/::imp=6::pos=62.0::clk=0
HIGH,outdoor gas grill repair,2,25,0,64.46,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,18,/services/bbq-grill-repair-los-angeles/::imp=18::pos=63.9::clk=0|/services/bbq-grill-repair/::imp=7::pos=65.9::clk=0
HIGH,refrigerator repair ventura ca,2,25,0,61.99,/ventura/refrigerator-repair/,/ventura-county/,True,0,13,/ventura-county/::imp=13::pos=62.9::clk=0|/ventura/::imp=12::pos=61.0::clk=0
HIGH,stacked dryer repair,2,25,0,60.62,/services/dryer-repair/,/services/stackable-washer-dryer-repair/,True,0,15,/services/stackable-washer-dryer-repair/::imp=15::pos=62.7::clk=0|/price-list/stackable-washer-dryer-repair-cost/::imp=10::pos=57.5::clk=0
LOW,thousand oaks appliance repair,1,25,1,18.1,/thousand-oaks/,/thousand-oaks/,False,25,25,/thousand-oaks/::imp=25::pos=18.1::clk=1
HIGH,walk in cooler repair near me,1,25,0,30.0,/commercial/walk-in-cooler-repair/,/,True,0,25,/::imp=25::pos=30.0::clk=0
HIGH,washer repair ventura,2,25,0,65.82,/ventura/washer-repair/,/ventura/,True,0,15,/ventura/::imp=15::pos=59.9::clk=0|/ventura-county/::imp=10::pos=74.7::clk=0
MEDIUM,appliance repair beverly hills,2,24,0,21.19,/beverly-hills/,/beverly-hills/,False,13,13,/beverly-hills/::imp=13::pos=36.5::clk=0|/west-hollywood/::imp=11::pos=3.1::clk=0
HIGH,cove dishwasher repair brentwood,1,24,0,18.5,/brands/cove-dishwasher-repair-dishwasher-repair/,/brentwood/,True,0,24,/brentwood/::imp=24::pos=18.5::clk=0
HIGH,electrical bbq repair,1,24,0,15.3,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,24,/services/bbq-grill-repair-los-angeles/::imp=24::pos=15.3::clk=0
HIGH,gas fryer repair,1,24,0,66.5,/commercial/fryer-repair/,/services/commercial-fryer-machine-repair-los-angeles/,True,0,24,/services/commercial-fryer-machine-repair-los-angeles/::imp=24::pos=66.5::clk=0
HIGH,oven repair los angeles,1,24,0,22.8,/los-angeles/oven-repair/,/services/oven-repair-los-angeles/,True,0,24,/services/oven-repair-los-angeles/::imp=24::pos=22.8::clk=0
HIGH,stove repair pasadena,2,24,0,45.67,/pasadena/oven-repair/,/pasadena/,True,0,16,/pasadena/::imp=16::pos=41.1::clk=0|/south-pasadena/::imp=8::pos=54.8::clk=0
LOW,appliance repair in woodland hills,1,23,0,80.5,/woodland-hills/,/woodland-hills/,False,23,23,/woodland-hills/::imp=23::pos=80.5::clk=0
HIGH,appliance repair monterey,1,23,0,42.1,/,/monterey-park/,True,0,23,/monterey-park/::imp=23::pos=42.1::clk=0
MEDIUM,appliance repair toluca lake,2,23,0,23.52,/toluca-lake/,/toluca-lake/,False,16,16,/toluca-lake/::imp=16::pos=18.5::clk=0|/burbank/::imp=7::pos=35.0::clk=0
LOW,commercial steamer repair,1,23,0,65.0,/commercial/steamer-repair/,/commercial/steamer-repair/,False,23,23,/commercial/steamer-repair/::imp=23::pos=65.0::clk=0
HIGH,emergency industrial refrigeration repair california,1,23,0,65.7,/,/commercial/refrigeration/,True,0,23,/commercial/refrigeration/::imp=23::pos=65.7::clk=0
HIGH,freezer repair,1,23,0,11.2,/services/refrigerator-repair/,/services/freezer-repair-los-angeles/,True,0,23,/services/freezer-repair-los-angeles/::imp=23::pos=11.2::clk=0
HIGH,maytag dryer repair,2,23,0,52.42,/brands/maytag-dryer-repair-dryer-repair/,/brands/maytag/,True,0,18,/brands/maytag/::imp=18::pos=66.7::clk=0|/west-hollywood/::imp=5::pos=1.0::clk=0
HIGH,pizza oven repair,2,23,0,64.9,/outdoor/pizza-oven-repair/,/commercial/pizza-oven-repair/,True,0,17,/commercial/pizza-oven-repair/::imp=17::pos=64.8::clk=0|/services/pizza-oven-repair/::imp=6::pos=65.2::clk=0
HIGH,refrigeration repair near me,1,23,0,86.4,/,/riverside-county/,True,0,23,/riverside-county/::imp=23::pos=86.4::clk=0
HIGH,woodland hills ge repair,1,23,0,58.9,/brands/ge/,/woodland-hills/,True,0,23,/woodland-hills/::imp=23::pos=58.9::clk=0
MEDIUM,appliance repair in riverside,2,22,0,59.6,/riverside/,/riverside/,False,14,14,/riverside/::imp=14::pos=56.4::clk=0|/riverside-county/::imp=8::pos=65.2::clk=0
HIGH,cooktop repair pasadena,2,22,0,40.84,/pasadena/cooktop-repair/,/pasadena/,True,0,17,/pasadena/::imp=17::pos=34.2::clk=0|/south-pasadena/::imp=5::pos=63.4::clk=0
HIGH,fireplace service los angeles,1,22,0,29.6,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,22,/services/fireplace-repair-los-angeles/::imp=22::pos=29.6::clk=0
HIGH,freezer repair los angeles,3,22,0,43.62,/los-angeles/refrigerator-repair/,/services/freezer-repair-los-angeles/,True,0,12,/services/freezer-repair-los-angeles/::imp=12::pos=27.8::clk=0|/los-angeles/::imp=5::pos=62.6::clk=0|/services/freezer-repair/::imp=5::pos=62.6::clk=0
LOW,sub-zero repair laguna niguel,1,22,0,29.3,/laguna-niguel/,/laguna-niguel/,False,22,22,/laguna-niguel/::imp=22::pos=29.3::clk=0
MEDIUM,ventura appliance service,2,22,0,62.39,/ventura/,/ventura/,False,14,14,/ventura/::imp=14::pos=59.7::clk=0|/ventura-county/::imp=8::pos=67.1::clk=0
HIGH,walk in cooler repair anaheim ca,3,22,0,50.15,/commercial/walk-in-cooler-repair/,/anaheim/,True,0,8,/anaheim/::imp=8::pos=20.0::clk=0|/commercial/refrigeration/walk-in-cooler-repair/::imp=8::pos=69.0::clk=0|/::imp=6::pos=65.2::clk=0
HIGH,appliance repair los angeles ca,2,21,0,60.14,/los-angeles/,/areas/los-angeles-and-surrounding-areas/,True,8,13,/areas/los-angeles-and-surrounding-areas/::imp=13::pos=67.3::clk=0|/los-angeles/::imp=8::pos=48.5::clk=0
HIGH,california same day appliance repair,3,21,0,11.89,/,/west-hollywood/,True,6,8,/west-hollywood/::imp=8::pos=7.2::clk=0|/los-angeles/::imp=7::pos=24.7::clk=0|/::imp=6::pos=3.2::clk=0
HIGH,cellarpro repair,2,21,0,30.45,/brands/cellarpro/,/services/wine-cellar-repair-los-angeles/,True,0,16,/services/wine-cellar-repair-los-angeles/::imp=16::pos=22.4::clk=0|/services/wine-cellar-repair/::imp=5::pos=56.2::clk=0
HIGH,commercial appliance repair los angeles,3,21,0,63.66,/los-angeles/,/commercial/washer-repair/,True,0,9,/commercial/washer-repair/::imp=9::pos=65.0::clk=0|/::imp=6::pos=63.5::clk=0|/commercial/::imp=6::pos=61.8::clk=0
HIGH,commercial laundry equipment service,2,21,0,53.11,/,/commercial/washer-repair/,True,0,11,/commercial/washer-repair/::imp=11::pos=44.3::clk=0|/commercial/laundry-repair/::imp=10::pos=62.8::clk=0
LOW,pasadena appliance repair,1,21,0,47.8,/pasadena/,/pasadena/,False,21,21,/pasadena/::imp=21::pos=47.8::clk=0
HIGH,pasadena refrigerator repair,1,21,0,44.0,/pasadena/refrigerator-repair/,/pasadena/,True,0,21,/pasadena/::imp=21::pos=44.0::clk=0
HIGH,pizza ovens repair,2,21,0,42.11,/outdoor/pizza-oven-repair/,/price-list/pizza-oven-repair-cost/,True,0,13,/price-list/pizza-oven-repair-cost/::imp=13::pos=25.5::clk=0|/commercial/pizza-oven-repair/::imp=8::pos=69.1::clk=0
HIGH,refrigerator repair brentwood,1,21,0,36.8,/brentwood/refrigerator-repair/,/brentwood/,True,0,21,/brentwood/::imp=21::pos=36.8::clk=0
HIGH,refrigerator service,2,21,0,42.69,/services/refrigerator-repair/,/agoura-hills/,True,0,16,/agoura-hills/::imp=16::pos=36.9::clk=0|/areas/los-angeles-and-surrounding-areas/::imp=5::pos=61.2::clk=0
MEDIUM,small appliance repair pasadena ca,2,21,0,37.47,/pasadena/,/pasadena/,False,14,14,/pasadena/::imp=14::pos=28.5::clk=0|/south-pasadena/::imp=7::pos=55.4::clk=0
HIGH,walk-in freezer repair,1,21,0,43.9,/services/refrigerator-repair/,/,True,0,21,/::imp=21::pos=43.9::clk=0
HIGH,wolf range repair brentwood,1,21,0,22.8,/brands/wolf-range-repair-oven-repair/,/brentwood/,True,0,21,/brentwood/::imp=21::pos=22.8::clk=0
LOW,appliance maintenance burbank,1,20,0,57.3,/burbank/,/burbank/,False,20,20,/burbank/::imp=20::pos=57.3::clk=0
MEDIUM,appliance repair in pasadena ca,2,20,0,55.52,/pasadena/,/pasadena/,False,15,15,/pasadena/::imp=15::pos=48.3::clk=0|/south-pasadena/::imp=5::pos=77.2::clk=0
HIGH,appliance repair north hollywood,1,20,0,45.5,/hollywood/,/north-hollywood/,True,0,20,/north-hollywood/::imp=20::pos=45.5::clk=0
LOW,appliance repair riverside ca,1,20,0,51.8,/riverside/,/riverside/,False,20,20,/riverside/::imp=20::pos=51.8::clk=0
HIGH,los angeles fireplace repair,1,20,0,27.0,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,20,/services/fireplace-repair-los-angeles/::imp=20::pos=27.0::clk=0
HIGH,portable bbq repair,1,20,0,24.4,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,20,/services/bbq-grill-repair-los-angeles/::imp=20::pos=24.4::clk=0
HIGH,refrigerator repair pasadena,1,20,0,37.5,/pasadena/refrigerator-repair/,/pasadena/,True,0,20,/pasadena/::imp=20::pos=37.5::clk=0
HIGH,restaurant fryer repair,1,20,0,74.8,/commercial/fryer-repair/,/services/commercial-fryer-machine-repair-los-angeles/,True,0,20,/services/commercial-fryer-machine-repair-los-angeles/::imp=20::pos=74.8::clk=0
HIGH,washing machine repair near me,3,20,0,32.24,/services/washer-repair/,/services/washing-machine-repair-los-angeles/,True,0,8,/services/washing-machine-repair-los-angeles/::imp=8::pos=49.1::clk=0|/rancho-cucamonga/::imp=6::pos=17.8::clk=0|/west-hollywood/::imp=6::pos=24.2::clk=0
LOW,appliance maintenance pasadena,1,19,0,50.3,/pasadena/,/pasadena/,False,19,19,/pasadena/::imp=19::pos=50.3::clk=0
LOW,appliance repair culver city,1,19,1,28.9,/culver-city/,/culver-city/,False,19,19,/culver-city/::imp=19::pos=28.9::clk=1
LOW,appliance repair valley glen ca,1,19,0,53.6,/,/west-hollywood/,True,0,19,/west-hollywood/::imp=19::pos=53.6::clk=0
LOW,appliance service in pasadena,1,19,0,44.2,/pasadena/,/pasadena/,False,19,19,/pasadena/::imp=19::pos=44.2::clk=0
LOW,glendale same day heat pump repair,1,19,0,65.8,/glendale/,/glendale/,False,19,19,/glendale/::imp=19::pos=65.8::clk=0
LOW,home appliance repair near me,3,19,0,25.52,/,/pasadena/,True,0,8,/pasadena/::imp=8::pos=17.0::clk=0|/hemet/::imp=6::pos=17.8::clk=0|/west-hollywood/::imp=5::pos=48.4::clk=0
LOW,home appliance repair pasadena,1,19,0,38.7,/pasadena/,/pasadena/,False,19,19,/pasadena/::imp=19::pos=38.7::clk=0
LOW,same day ac repair calabasas,1,19,0,73.4,/calabasas/,/calabasas/,False,19,19,/calabasas/::imp=19::pos=73.4::clk=0
LOW,silver lake appliance repair,1,19,0,20.3,/silver-lake/,/silver-lake/,False,19,19,/silver-lake/::imp=19::pos=20.3::clk=0
LOW,water heater repair atwater village,1,19,0,49.4,/atwater-village/,/atwater-village/,False,19,19,/atwater-village/::imp=19::pos=49.4::clk=0
LOW,woodland hills appliance repair,1,19,0,68.2,/woodland-hills/,/woodland-hills/,False,19,19,/woodland-hills/::imp=19::pos=68.2::clk=0
LOW,ac repair toluca lake,1,18,0,32.2,/toluca-lake/,/toluca-lake/,False,18,18,/toluca-lake/::imp=18::pos=32.2::clk=0
LOW,appliance repair studio city ca,1,18,0,36.6,/studio-city/,/west-hollywood/,True,0,18,/west-hollywood/::imp=18::pos=36.6::clk=0
LOW,bbq grill repair,1,18,0,59.3,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,18,/services/bbq-grill-repair-los-angeles/::imp=18::pos=59.3::clk=0
LOW,burbank appliance repair,1,18,0,57.1,/burbank/,/burbank/,False,18,18,/burbank/::imp=18::pos=57.1::clk=0
LOW,commercial laundry equipment repair,2,18,0,71.9,/,/commercial/laundry-repair/,True,0,12,/commercial/laundry-repair/::imp=12::pos=88.1::clk=0|/commercial/washer-repair/::imp=6::pos=39.5::clk=0
LOW,dryer repair highland park,1,18,0,38.2,/highland-park/dryer-repair/,/highland-park/,True,0,18,/highland-park/::imp=18::pos=38.2::clk=0
LOW,fridge repair burbank,1,18,0,61.3,/burbank/refrigerator-repair/,/burbank/,True,0,18,/burbank/::imp=18::pos=61.3::clk=0
LOW,gas fireplace repair los angeles,1,18,0,24.6,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,18,/services/fireplace-repair-los-angeles/::imp=18::pos=24.6::clk=0
LOW,ice machine repair near me,2,18,0,13.31,/commercial/ice-machine-repair/,/san-bernardino/,True,0,10,/san-bernardino/::imp=10::pos=17.4::clk=0|/anaheim/::imp=8::pos=8.2::clk=0
LOW,los feliz appliance repair,1,18,0,9.9,/los-feliz/,/los-feliz/,False,18,18,/los-feliz/::imp=18::pos=9.9::clk=0
LOW,oven repair near me,2,18,0,8.47,/services/oven-repair/,/thousand-oaks/,True,0,10,/thousand-oaks/::imp=10::pos=1.0::clk=0|/rancho-cucamonga/::imp=8::pos=17.8::clk=0
LOW,refrigerator repair in glendale ca,1,18,0,51.9,/glendale/refrigerator-repair/,/glendale/,True,0,18,/glendale/::imp=18::pos=51.9::clk=0
LOW,same day commercial appliance repair,1,18,0,1.6,/,/west-hollywood/,True,0,18,/west-hollywood/::imp=18::pos=1.6::clk=0
LOW,walk in cooler fix,1,18,0,25.7,/commercial/walk-in-cooler-repair/,/,True,0,18,/::imp=18::pos=25.7::clk=0
LOW,walk in fridge repair,1,18,0,64.3,/services/refrigerator-repair/,/,True,0,18,/::imp=18::pos=64.3::clk=0
LOW,air conditioner tune up cost,1,17,0,85.3,/,/price-list/air-conditioner-repair-cost/,True,0,17,/price-list/air-conditioner-repair-cost/::imp=17::pos=85.3::clk=0
LOW,apartment washer service,1,17,0,34.5,/services/washer-repair/,/services/laundry-repair/,True,0,17,/services/laundry-repair/::imp=17::pos=34.5::clk=0
LOW,appliance installation pasadena,1,17,0,55.0,/pasadena/,/pasadena/,False,17,17,/pasadena/::imp=17::pos=55.0::clk=0
LOW,appliance repair beverly,1,17,0,51.6,/,/beverly-hills/,True,0,17,/beverly-hills/::imp=17::pos=51.6::clk=0
LOW,appliance repair burbank california,1,17,0,52.5,/burbank/,/burbank/,False,17,17,/burbank/::imp=17::pos=52.5::clk=0
LOW,appliance repair in pasadena,1,17,0,47.8,/pasadena/,/pasadena/,False,17,17,/pasadena/::imp=17::pos=47.8::clk=0
LOW,appliance repair marina,1,17,0,33.1,/,/marina-del-rey/,True,0,17,/marina-del-rey/::imp=17::pos=33.1::clk=0
LOW,appliance repair river village,1,17,0,25.2,/,/atwater-village/,True,0,17,/atwater-village/::imp=17::pos=25.2::clk=0
LOW,arcadia appliance repair,1,17,0,56.2,/arcadia/,/arcadia/,False,17,17,/arcadia/::imp=17::pos=56.2::clk=0
LOW,calabasas oven repair,1,17,0,79.7,/calabasas/oven-repair/,/calabasas/,True,0,17,/calabasas/::imp=17::pos=79.7::clk=0
LOW,commercial refrigeration repair costs by region us,1,17,0,9.5,/,/price-list/commercial-refrigerator-repair-cost/,True,0,17,/price-list/commercial-refrigerator-repair-cost/::imp=17::pos=9.5::clk=0
LOW,commercial wine cellar repair,2,17,0,30.05,/commercial/wine-cellar-cooling-repair/,/services/wine-cellar-repair-los-angeles/,True,0,10,/services/wine-cellar-repair-los-angeles/::imp=10::pos=23.5::clk=0|/services/wine-cellar-cooling-repair/::imp=7::pos=39.4::clk=0
LOW,cooktop repair,1,17,0,11.2,/services/cooktop-repair/,/pasadena/,True,0,17,/pasadena/::imp=17::pos=11.2::clk=0
LOW,cost to repair wine fridge,2,17,0,19.47,/price-list/refrigerator-repair-cost/,/price-list/wine-cooler-repair-cost/,True,0,12,/price-list/wine-cooler-repair-cost/::imp=12::pos=9.0::clk=0|/price-list/commercial-wine-cooler-repair-cost/::imp=5::pos=44.6::clk=0
LOW,fridge repair calabasas,1,17,0,66.3,/calabasas/refrigerator-repair/,/calabasas/,True,0,17,/calabasas/::imp=17::pos=66.3::clk=0
LOW,fridge repair woodland hills,1,17,0,61.1,/woodland-hills/refrigerator-repair/,/woodland-hills/,True,0,17,/woodland-hills/::imp=17::pos=61.1::clk=0
LOW,gas stove repair cost,3,17,0,37.34,/price-list/oven-repair-cost/,/price-list/commercial-stove-repair-cost/,True,0,6,/price-list/commercial-stove-repair-cost/::imp=6::pos=36.3::clk=0|/price-list/stove-repair-cost/::imp=6::pos=35.0::clk=0|/price-list/range-repair-cost/::imp=5::pos=41.4::clk=0
LOW,la canada flintridge appliance repair,1,17,0,41.6,/la-canada-flintridge/,/la-canada-flintridge/,False,17,17,/la-canada-flintridge/::imp=17::pos=41.6::clk=0
LOW,refrigerator repair highland park,1,17,0,39.9,/highland-park/refrigerator-repair/,/highland-park/,True,0,17,/highland-park/::imp=17::pos=39.9::clk=0
LOW,rotisserie oven maintenance service,1,17,0,35.9,/services/oven-repair/,/brands/bki-rotisserie-repair/,True,0,17,/brands/bki-rotisserie-repair/::imp=17::pos=35.9::clk=0
LOW,same day ac repair thousand oaks,1,17,0,1.0,/thousand-oaks/,/thousand-oaks/,False,17,17,/thousand-oaks/::imp=17::pos=1.0::clk=0
LOW,slushie machine repair,1,17,0,11.9,/,/services/commercial-slushie-machine-repair-los-angeles/,True,0,17,/services/commercial-slushie-machine-repair-los-angeles/::imp=17::pos=11.9::clk=0
LOW,thousand oaks washer repair,1,17,0,42.2,/thousand-oaks/washer-repair/,/thousand-oaks/,True,0,17,/thousand-oaks/::imp=17::pos=42.2::clk=0
LOW,ventura appliance fire repair,1,17,0,53.6,/ventura/,/ventura/,False,17,17,/ventura/::imp=17::pos=53.6::clk=0
LOW,ac repair service in french valley,1,16,0,60.9,/,/murrieta/,True,0,16,/murrieta/::imp=16::pos=60.9::clk=0
LOW,appliance repair sherman oaks,1,16,0,62.6,/sherman-oaks/,/sherman-oaks/,False,16,16,/sherman-oaks/::imp=16::pos=62.6::clk=0
LOW,appliance repair tustin ca,1,16,0,59.1,/tustin/,/tustin/,False,16,16,/tustin/::imp=16::pos=59.1::clk=0
LOW,appliance repairs,1,16,0,33.7,/,/san-gabriel/,True,0,16,/san-gabriel/::imp=16::pos=33.7::clk=0
LOW,appliance repairs monterey park,1,16,0,18.1,/monterey-park/,/monterey-park/,False,16,16,/monterey-park/::imp=16::pos=18.1::clk=0
LOW,appliance repairs near me,1,16,0,35.9,/,/san-gabriel/,True,0,16,/san-gabriel/::imp=16::pos=35.9::clk=0
LOW,appliance repairs san marino,1,16,0,12.9,/san-marino/,/san-marino/,False,16,16,/san-marino/::imp=16::pos=12.9::clk=0
LOW,beverly hills appliance repair,1,16,0,42.2,/beverly-hills/,/beverly-hills/,False,16,16,/beverly-hills/::imp=16::pos=42.2::clk=0
LOW,calabasas fridge repair,1,16,0,70.4,/calabasas/refrigerator-repair/,/calabasas/,True,0,16,/calabasas/::imp=16::pos=70.4::clk=0
LOW,calabasas stove repair,1,16,0,81.0,/calabasas/oven-repair/,/calabasas/,True,0,16,/calabasas/::imp=16::pos=81.0::clk=0
LOW,calabasas washer repair,1,16,0,73.7,/calabasas/washer-repair/,/calabasas/,True,0,16,/calabasas/::imp=16::pos=73.7::clk=0
LOW,commercial food processor repair,1,16,0,59.7,/,/commercial/food-processor-repair/,True,0,16,/commercial/food-processor-repair/::imp=16::pos=59.7::clk=0
