severity,query,num_urls,total_impressions,total_clicks,avg_position,intended_url,actual_winner,is_misaligned,intended_imp,winner_imp,urls
HIGH,appliance repair beverly,1,14,0,49.6,/,/beverly-hills/,True,0,14,/beverly-hills/::imp=14::pos=49.6::clk=0
HIGH,appliance repair los angeles ca,2,14,0,59.65,/los-angeles/,/areas/los-angeles-and-surrounding-areas/,True,7,7,/areas/los-angeles-and-surrounding-areas/::imp=7::pos=71.9::clk=0|/los-angeles/::imp=7::pos=47.4::clk=0
HIGH,appliance repair ventura county,2,14,0,50.85,/ventura/,/ventura-county/,True,7,7,/ventura-county/::imp=7::pos=51.3::clk=0|/ventura/::imp=7::pos=50.4::clk=0
HIGH,fridge repair near me,2,14,0,14.49,/services/refrigerator-repair/,/pasadena/,True,0,9,/pasadena/::imp=9::pos=13.2::clk=0|/anaheim/::imp=5::pos=16.8::clk=0
HIGH,lg dryer repair,1,14,0,72.8,/brands/lg-dryer-repair-dryer-repair/,/brands/lg/,True,0,14,/brands/lg/::imp=14::pos=72.8::clk=0
HIGH,lg oven repair,1,14,0,60.5,/brands/lg-oven-repair-oven-repair/,/brands/lg/,True,0,14,/brands/lg/::imp=14::pos=60.5::clk=0
HIGH,outdoor gas grill repair,1,14,0,61.8,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,14,/services/bbq-grill-repair-los-angeles/::imp=14::pos=61.8::clk=0
HIGH,refrigerator repair in glendale ca,1,14,0,51.1,/glendale/refrigerator-repair/,/glendale/,True,0,14,/glendale/::imp=14::pos=51.1::clk=0
HIGH,rotisserie oven maintenance service,1,14,0,36.2,/services/oven-repair/,/brands/bki-rotisserie-repair/,True,0,14,/brands/bki-rotisserie-repair/::imp=14::pos=36.2::clk=0
LOW,same day ac repair calabasas,1,14,0,68.1,/calabasas/,/calabasas/,False,14,14,/calabasas/::imp=14::pos=68.1::clk=0
MEDIUM,appliance repair in pasadena ca,2,13,0,58.25,/pasadena/,/pasadena/,False,8,8,/pasadena/::imp=8::pos=46.4::clk=0|/south-pasadena/::imp=5::pos=77.2::clk=0
MEDIUM,appliance repair in riverside,2,13,0,53.23,/riverside/,/riverside/,False,8,8,/riverside/::imp=8::pos=51.0::clk=0|/riverside-county/::imp=5::pos=56.8::clk=0
LOW,appliance repair santa monica,1,13,0,43.4,/santa-monica/,/santa-monica/,False,13,13,/santa-monica/::imp=13::pos=43.4::clk=0
HIGH,capital barbecue repair,1,13,0,12.8,/,/brands/capital-bbq-grill-repair/,True,0,13,/brands/capital-bbq-grill-repair/::imp=13::pos=12.8::clk=0
HIGH,commercial dryer repair,1,13,0,34.5,/commercial/dryer-repair/,/commercial/laundry-repair/,True,0,13,/commercial/laundry-repair/::imp=13::pos=34.5::clk=0
HIGH,dishwasher repair near me,1,13,1,1.0,/services/dishwasher-repair/,/thousand-oaks/,True,0,13,/thousand-oaks/::imp=13::pos=1.0::clk=1
HIGH,dryer repair ventura,2,13,0,51.31,/ventura/dryer-repair/,/ventura/,True,0,7,/ventura/::imp=7::pos=51.4::clk=0|/ventura-county/::imp=6::pos=51.2::clk=0
HIGH,electrical bbq repair,1,13,0,14.7,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,13,/services/bbq-grill-repair-los-angeles/::imp=13::pos=14.7::clk=0
HIGH,emergency refrigerator repair,2,13,0,19.85,/services/refrigerator-repair/,/west-hollywood/,True,0,7,/west-hollywood/::imp=7::pos=9.6::clk=0|/beverly-hills/::imp=6::pos=31.8::clk=0
HIGH,gas fireplace repair cost,1,13,0,16.6,/outdoor/fireplace-repair/,/price-list/fireplace-repair-cost/,True,0,13,/price-list/fireplace-repair-cost/::imp=13::pos=16.6::clk=0
HIGH,home appliance repair near me,2,13,0,17.15,/,/pasadena/,True,0,8,/pasadena/::imp=8::pos=17.0::clk=0|/hemet/::imp=5::pos=17.4::clk=0
HIGH,lg dryer repair service,1,13,0,71.9,/brands/lg-dryer-repair-dryer-repair/,/brands/lg/,True,0,13,/brands/lg/::imp=13::pos=71.9::clk=0
HIGH,lg washing machine repair,1,13,0,81.8,/brands/lg-washer-repair/,/brands/lg/,True,0,13,/brands/lg/::imp=13::pos=81.8::clk=0
HIGH,range repair,2,13,0,35.48,/services/oven-repair/,/agoura-hills/,True,0,7,/agoura-hills/::imp=7::pos=40.6::clk=0|/calabasas/::imp=6::pos=29.5::clk=0
HIGH,range service,1,13,0,35.1,/services/oven-repair/,/services/range-repair-los-angeles/,True,0,13,/services/range-repair-los-angeles/::imp=13::pos=35.1::clk=0
HIGH,stacked dryer repair,2,13,0,57.73,/services/dryer-repair/,/services/stackable-washer-dryer-repair/,True,0,7,/services/stackable-washer-dryer-repair/::imp=7::pos=67.1::clk=0|/price-list/stackable-washer-dryer-repair-cost/::imp=6::pos=46.8::clk=0
LOW,sub-zero repair laguna niguel,1,13,0,27.6,/laguna-niguel/,/laguna-niguel/,False,13,13,/laguna-niguel/::imp=13::pos=27.6::clk=0
HIGH,walk in cooler repair,1,13,0,24.2,/commercial/walk-in-cooler-repair/,/,True,0,13,/::imp=13::pos=24.2::clk=0
HIGH,washer repair near me,2,13,0,16.02,/services/washer-repair/,/rancho-cucamonga/,True,0,7,/rancho-cucamonga/::imp=7::pos=16.9::clk=0|/pasadena/::imp=6::pos=15.0::clk=0
HIGH,whisperkool repair los angeles,2,13,0,13.03,/brands/whisperkool/,/price-list/wine-cellar-repair-cost/,True,0,7,/price-list/wine-cellar-repair-cost/::imp=7::pos=14.6::clk=0|/services/wine-cellar-repair/::imp=6::pos=11.2::clk=0
HIGH,wine cellar cooling unit repair los angeles,1,13,0,10.9,/los-angeles/wine-cellar-cooling-repair/,/price-list/wine-cellar-repair-cost/,True,0,13,/price-list/wine-cellar-repair-cost/::imp=13::pos=10.9::clk=0
HIGH,wine cooler repair near me,1,13,0,78.5,/services/wine-cooler-repair/,/temecula/,True,0,13,/temecula/::imp=13::pos=78.5::clk=0
HIGH,ac maintenance cost,1,12,0,91.2,/,/price-list/air-conditioner-repair-cost/,True,0,12,/price-list/air-conditioner-repair-cost/::imp=12::pos=91.2::clk=0
HIGH,air conditioner tune up cost,1,12,0,89.2,/,/price-list/air-conditioner-repair-cost/,True,0,12,/price-list/air-conditioner-repair-cost/::imp=12::pos=89.2::clk=0
HIGH,appliance repair north hollywood,1,12,0,41.8,/hollywood/,/north-hollywood/,True,0,12,/north-hollywood/::imp=12::pos=41.8::clk=0
LOW,appliance repair tustin ca,1,12,0,55.8,/tustin/,/tustin/,False,12,12,/tustin/::imp=12::pos=55.8::clk=0
HIGH,bbq grill repair,1,12,0,57.7,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,12,/services/bbq-grill-repair-los-angeles/::imp=12::pos=57.7::clk=0
HIGH,cove dishwasher repair brentwood,1,12,0,16.5,/brands/cove-dishwasher-repair-dishwasher-repair/,/brentwood/,True,0,12,/brentwood/::imp=12::pos=16.5::clk=0
HIGH,dishwasher repair monterey,1,12,0,40.6,/services/dishwasher-repair/,/monterey-park/,True,0,12,/monterey-park/::imp=12::pos=40.6::clk=0
HIGH,same day commercial appliance repair,1,12,0,1.5,/,/west-hollywood/,True,0,12,/west-hollywood/::imp=12::pos=1.5::clk=0
HIGH,same day refrigerator repair los angeles,2,12,0,13.4,/los-angeles/refrigerator-repair/,/los-angeles/,True,0,6,/los-angeles/::imp=6::pos=10.8::clk=0|/west-hollywood/::imp=6::pos=16.0::clk=0
HIGH,slush machine repair,2,12,0,20.45,/,/price-list/commercial-slushie-machine-repair-cost/,True,0,6,/price-list/commercial-slushie-machine-repair-cost/::imp=6::pos=19.7::clk=0|/services/commercial-slushie-machine-repair-los-angeles/::imp=6::pos=21.2::clk=0
HIGH,small appliance repair ventura ca,2,12,0,54.65,/ventura/,/ventura-county/,True,6,6,/ventura-county/::imp=6::pos=55.0::clk=0|/ventura/::imp=6::pos=54.3::clk=0
LOW,trash compactor repair service in salt lake city,1,12,0,62.9,/services/trash-compactor-repair/,/services/trash-compactor-repair/,False,12,12,/services/trash-compactor-repair/::imp=12::pos=62.9::clk=0
HIGH,wall heater repair,1,12,0,58.2,/,/services/wall-heater-repair-los-angeles/,True,0,12,/services/wall-heater-repair-los-angeles/::imp=12::pos=58.2::clk=0
HIGH,wolf range repair brentwood,1,12,0,21.2,/brands/wolf-range-repair-oven-repair/,/brentwood/,True,0,12,/brentwood/::imp=12::pos=21.2::clk=0
LOW,ac repair man lake elsinore,1,11,0,72.5,/lake-elsinore/,/lake-elsinore/,False,11,11,/lake-elsinore/::imp=11::pos=72.5::clk=0
LOW,ac repair toluca lake,1,11,0,28.8,/toluca-lake/,/toluca-lake/,False,11,11,/toluca-lake/::imp=11::pos=28.8::clk=0
LOW,appliance maintenance pasadena,1,11,0,47.6,/pasadena/,/pasadena/,False,11,11,/pasadena/::imp=11::pos=47.6::clk=0
LOW,appliance repair manhattan beach,1,11,0,44.8,/manhattan-beach/,/manhattan-beach/,False,11,11,/manhattan-beach/::imp=11::pos=44.8::clk=0
HIGH,appliance repair marina,1,11,0,28.5,/,/marina-del-rey/,True,0,11,/marina-del-rey/::imp=11::pos=28.5::clk=0
HIGH,appliance repair studio city ca,1,11,0,37.4,/studio-city/,/west-hollywood/,True,0,11,/west-hollywood/::imp=11::pos=37.4::clk=0
LOW,appliance repair thousand oaks,1,11,0,10.1,/thousand-oaks/,/thousand-oaks/,False,11,11,/thousand-oaks/::imp=11::pos=10.1::clk=0
LOW,appliance repair upland,1,11,0,29.7,/upland/,/upland/,False,11,11,/upland/::imp=11::pos=29.7::clk=0
HIGH,appliance repair valley glen ca,1,11,0,53.7,/,/west-hollywood/,True,0,11,/west-hollywood/::imp=11::pos=53.7::clk=0
LOW,appliance service in pasadena,1,11,0,44.1,/pasadena/,/pasadena/,False,11,11,/pasadena/::imp=11::pos=44.1::clk=0
HIGH,cellarpro repair,2,11,0,44.09,/brands/cellarpro/,/services/wine-cellar-repair-los-angeles/,True,0,6,/services/wine-cellar-repair-los-angeles/::imp=6::pos=34.0::clk=0|/services/wine-cellar-repair/::imp=5::pos=56.2::clk=0
LOW,commercial washing machine repair,1,11,0,81.7,/commercial/washer-repair/,/commercial/washer-repair/,False,11,11,/commercial/washer-repair/::imp=11::pos=81.7::clk=0
HIGH,fireplace service los angeles,1,11,0,27.5,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,11,/services/fireplace-repair-los-angeles/::imp=11::pos=27.5::clk=0
HIGH,ice maker repair near me,2,11,0,14.27,/services/ice-maker-repair/,/rancho-cucamonga/,True,0,6,/rancho-cucamonga/::imp=6::pos=16.5::clk=0|/anaheim/::imp=5::pos=11.6::clk=0
HIGH,lg fridge repair,1,11,0,65.5,/brands/lg-refrigerator-repair/,/brands/lg/,True,0,11,/brands/lg/::imp=11::pos=65.5::clk=0
HIGH,los angeles fireplace repair,1,11,0,24.0,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,11,/services/fireplace-repair-los-angeles/::imp=11::pos=24.0::clk=0
LOW,los feliz appliance repair,1,11,0,4.9,/los-feliz/,/los-feliz/,False,11,11,/los-feliz/::imp=11::pos=4.9::clk=0
HIGH,oven repair cost,2,11,0,60.44,/price-list/oven-repair-cost/,/price-list/wall-oven-repair-cost/,True,5,6,/price-list/wall-oven-repair-cost/::imp=6::pos=76.3::clk=0|/price-list/oven-repair-cost/::imp=5::pos=41.4::clk=0
LOW,pasadena appliance repair,1,11,0,47.6,/pasadena/,/pasadena/,False,11,11,/pasadena/::imp=11::pos=47.6::clk=0
HIGH,pizza oven repair near me,1,11,0,31.1,/outdoor/pizza-oven-repair/,/commercial/pizza-oven-repair/,True,0,11,/commercial/pizza-oven-repair/::imp=11::pos=31.1::clk=0
HIGH,refrigerator repair brentwood,1,11,0,35.9,/brentwood/refrigerator-repair/,/brentwood/,True,0,11,/brentwood/::imp=11::pos=35.9::clk=0
HIGH,refrigerator repair ventura ca,2,11,0,52.47,/ventura/refrigerator-repair/,/ventura-county/,True,0,6,/ventura-county/::imp=6::pos=46.7::clk=0|/ventura/::imp=5::pos=59.4::clk=0
HIGH,us cellar systems repair los angeles,2,11,0,19.44,/los-angeles/,/price-list/wine-cellar-repair-cost/,True,0,6,/price-list/wine-cellar-repair-cost/::imp=6::pos=14.8::clk=0|/services/wine-cellar-repair-los-angeles/::imp=5::pos=25.0::clk=0
MEDIUM,ventura appliance service,2,11,0,56.53,/ventura/,/ventura/,False,6,6,/ventura/::imp=6::pos=49.3::clk=0|/ventura-county/::imp=5::pos=65.2::clk=0
HIGH,walk in cooler repair anaheim ca,2,11,0,46.93,/commercial/walk-in-cooler-repair/,/commercial/refrigeration/walk-in-cooler-repair/,True,0,6,/commercial/refrigeration/walk-in-cooler-repair/::imp=6::pos=69.2::clk=0|/anaheim/::imp=5::pos=20.2::clk=0
MEDIUM,wine guardian repair,2,11,0,30.0,/brands/wine-guardian-repair/,/brands/wine-guardian-repair/,False,6,6,/brands/wine-guardian-repair/::imp=6::pos=22.0::clk=0|/services/wine-cellar-cooling-repair/::imp=5::pos=39.6::clk=0
LOW,appliance installation pasadena,1,10,0,48.1,/pasadena/,/pasadena/,False,10,10,/pasadena/::imp=10::pos=48.1::clk=0
LOW,appliance maintenance burbank,1,10,0,53.4,/burbank/,/burbank/,False,10,10,/burbank/::imp=10::pos=53.4::clk=0
LOW,appliance repair arcadia ca,1,10,0,37.4,/arcadia/,/arcadia/,False,10,10,/arcadia/::imp=10::pos=37.4::clk=0
LOW,appliance repair beverly hills,1,10,0,36.4,/beverly-hills/,/beverly-hills/,False,10,10,/beverly-hills/::imp=10::pos=36.4::clk=0
LOW,appliance repair culver city,1,10,1,31.8,/culver-city/,/culver-city/,False,10,10,/culver-city/::imp=10::pos=31.8::clk=1
LOW,appliance repair in pasadena,1,10,0,45.2,/pasadena/,/pasadena/,False,10,10,/pasadena/::imp=10::pos=45.2::clk=0
LOW,appliance repair redondo beach,1,10,0,41.5,/redondo-beach/,/redondo-beach/,False,10,10,/redondo-beach/::imp=10::pos=41.5::clk=0
LOW,appliance repair riverside ca,1,10,0,50.6,/riverside/,/riverside/,False,10,10,/riverside/::imp=10::pos=50.6::clk=0
LOW,appliance repair tarzana,1,10,0,43.4,/tarzana/,/tarzana/,False,10,10,/tarzana/::imp=10::pos=43.4::clk=0
LOW,appliance repair yorba linda ca,1,10,0,50.1,/yorba-linda/,/yorba-linda/,False,10,10,/yorba-linda/::imp=10::pos=50.1::clk=0
HIGH,barbecue repair,1,10,0,29.8,/,/services/bbq-grill-repair-los-angeles/,True,0,10,/services/bbq-grill-repair-los-angeles/::imp=10::pos=29.8::clk=0
HIGH,dryer repair highland park,1,10,0,37.7,/highland-park/dryer-repair/,/highland-park/,True,0,10,/highland-park/::imp=10::pos=37.7::clk=0
HIGH,electrolux washer repair,1,10,0,91.3,/brands/electrolux-washer-repair-washer-repair/,/brands/electrolux-washer-repair/,True,0,10,/brands/electrolux-washer-repair/::imp=10::pos=91.3::clk=0
HIGH,fix my bbq,1,10,0,21.8,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,10,/services/bbq-grill-repair-los-angeles/::imp=10::pos=21.8::clk=0
LOW,garbage disposal repair cost,1,10,0,48.1,/price-list/garbage-disposal-repair-cost/,/price-list/garbage-disposal-repair-cost/,False,10,10,/price-list/garbage-disposal-repair-cost/::imp=10::pos=48.1::clk=0
LOW,lg appliance repair service,1,10,0,77.0,/brands/lg/,/brands/lg/,False,10,10,/brands/lg/::imp=10::pos=77.0::clk=0
HIGH,oven repair pasadena,1,10,0,36.5,/pasadena/oven-repair/,/pasadena/,True,0,10,/pasadena/::imp=10::pos=36.5::clk=0
HIGH,refrigerator repair pasadena,1,10,0,40.3,/pasadena/refrigerator-repair/,/pasadena/,True,0,10,/pasadena/::imp=10::pos=40.3::clk=0
LOW,same day ac repair thousand oaks,1,10,0,1.0,/thousand-oaks/,/thousand-oaks/,False,10,10,/thousand-oaks/::imp=10::pos=1.0::clk=0
LOW,small appliance repair pasadena,1,10,0,52.9,/pasadena/,/pasadena/,False,10,10,/pasadena/::imp=10::pos=52.9::clk=0
HIGH,walk in cooler fix,1,10,0,27.5,/commercial/walk-in-cooler-repair/,/,True,0,10,/::imp=10::pos=27.5::clk=0
HIGH,wine cooler compressor replacement cost,2,10,0,16.2,/price-list/wine-cooler-repair-cost/,/price-list/commercial-wine-cooler-repair-cost/,True,5,5,/price-list/commercial-wine-cooler-repair-cost/::imp=5::pos=21.4::clk=0|/price-list/wine-cooler-repair-cost/::imp=5::pos=11.0::clk=0
HIGH,woodland hills stove repair,1,10,0,52.3,/woodland-hills/oven-repair/,/woodland-hills/,True,0,10,/woodland-hills/::imp=10::pos=52.3::clk=0
LOW,appliance repair camarillo ca,1,9,0,39.1,/camarillo/,/camarillo/,False,9,9,/camarillo/::imp=9::pos=39.1::clk=0
LOW,appliance repair fontana ca,1,9,0,34.1,/fontana/,/fontana/,False,9,9,/fontana/::imp=9::pos=34.1::clk=0
LOW,appliance repair huntington beach ca,1,9,0,54.1,/huntington-beach/,/huntington-beach/,False,9,9,/huntington-beach/::imp=9::pos=54.1::clk=0
LOW,appliance repair manhattan beach ca,1,9,0,5.4,/manhattan-beach/,/los-angeles/,True,0,9,/los-angeles/::imp=9::pos=5.4::clk=0
LOW,appliance repair monterey ca,1,9,0,39.4,/,/monterey-park/,True,0,9,/monterey-park/::imp=9::pos=39.4::clk=0
LOW,appliance repair newport beach ca,1,9,0,47.3,/newport-beach/,/newport-beach/,False,9,9,/newport-beach/::imp=9::pos=47.3::clk=0
LOW,appliance repair ontario ca,1,9,0,36.1,/ontario/,/ontario/,False,9,9,/ontario/::imp=9::pos=36.1::clk=0
LOW,appliance repair orange county,1,9,0,64.1,/,/orange-county/,True,0,9,/orange-county/::imp=9::pos=64.1::clk=0
LOW,appliance repair oxnard ca,1,9,0,39.8,/oxnard/,/oxnard/,False,9,9,/oxnard/::imp=9::pos=39.8::clk=0
LOW,appliance repair rancho cucamonga ca,1,9,0,39.4,/rancho-cucamonga/,/rancho-cucamonga/,False,9,9,/rancho-cucamonga/::imp=9::pos=39.4::clk=0
LOW,appliance repair river village,1,9,0,20.4,/,/atwater-village/,True,0,9,/atwater-village/::imp=9::pos=20.4::clk=0
LOW,appliance repair san clemente ca,1,9,0,42.8,/san-clemente/,/san-clemente/,False,9,9,/san-clemente/::imp=9::pos=42.8::clk=0
LOW,arcadia appliance repair,1,9,0,51.3,/arcadia/,/arcadia/,False,9,9,/arcadia/::imp=9::pos=51.3::clk=0
LOW,blaze refrigerator repair,1,9,0,32.8,/services/refrigerator-repair/,/outdoor/,True,0,9,/outdoor/::imp=9::pos=32.8::clk=0
LOW,burbank appliance repair,1,9,0,51.9,/burbank/,/burbank/,False,9,9,/burbank/::imp=9::pos=51.9::clk=0
LOW,burbank appliance repair specialists,1,9,0,45.7,/burbank/,/burbank/,False,9,9,/burbank/::imp=9::pos=45.7::clk=0
LOW,commercial fryer repair,1,9,0,78.7,/commercial/fryer-repair/,/commercial/fryer-repair/,False,9,9,/commercial/fryer-repair/::imp=9::pos=78.7::clk=0
LOW,cooktop repair,1,9,0,10.9,/services/cooktop-repair/,/pasadena/,True,0,9,/pasadena/::imp=9::pos=10.9::clk=0
LOW,dishwasher repair pasadena,1,9,0,45.9,/pasadena/dishwasher-repair/,/pasadena/,True,0,9,/pasadena/::imp=9::pos=45.9::clk=0
LOW,gas fireplace repair los angeles,1,9,0,20.1,/outdoor/fireplace-repair/,/services/fireplace-repair-los-angeles/,True,0,9,/services/fireplace-repair-los-angeles/::imp=9::pos=20.1::clk=0
LOW,ghost kitchen equipment repair,1,9,0,34.7,/,/for-business/restaurants/,True,0,9,/for-business/restaurants/::imp=9::pos=34.7::clk=0
LOW,home appliance repair pasadena,1,9,0,40.7,/pasadena/,/pasadena/,False,9,9,/pasadena/::imp=9::pos=40.7::clk=0
LOW,lg gas dryer repair,1,9,0,42.9,/brands/lg-dryer-repair/,/brands/lg/,True,0,9,/brands/lg/::imp=9::pos=42.9::clk=0
LOW,local appliance repair burbank,1,9,0,38.4,/burbank/,/burbank/,False,9,9,/burbank/::imp=9::pos=38.4::clk=0
LOW,local appliance repair pasadena,1,9,0,33.1,/pasadena/,/pasadena/,False,9,9,/pasadena/::imp=9::pos=33.1::clk=0
LOW,pasadena refrigerator repair,1,9,0,43.6,/pasadena/refrigerator-repair/,/pasadena/,True,0,9,/pasadena/::imp=9::pos=43.6::clk=0
LOW,refrigerator repair burbank,1,9,0,58.2,/burbank/refrigerator-repair/,/burbank/,True,0,9,/burbank/::imp=9::pos=58.2::clk=0
LOW,rotisserie service,1,9,0,50.0,/,/brands/bki-rotisserie-repair/,True,0,9,/brands/bki-rotisserie-repair/::imp=9::pos=50.0::clk=0
LOW,san marino appliance repair,1,9,0,21.0,/san-marino/,/san-marino/,False,9,9,/san-marino/::imp=9::pos=21.0::clk=0
LOW,silver lake appliance repair,1,9,0,18.2,/silver-lake/,/silver-lake/,False,9,9,/silver-lake/::imp=9::pos=18.2::clk=0
LOW,walk in fridge repair,1,9,0,57.4,/services/refrigerator-repair/,/,True,0,9,/::imp=9::pos=57.4::clk=0
LOW,water heater repair monterey park,1,9,0,19.6,/monterey-park/,/monterey-park/,False,9,9,/monterey-park/::imp=9::pos=19.6::clk=0
LOW,weber bbq repair,1,9,0,20.7,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,9,/services/bbq-grill-repair-los-angeles/::imp=9::pos=20.7::clk=0
LOW,air conditioning service pacific palisades,1,8,0,75.5,/,/pacific-palisades/,True,0,8,/pacific-palisades/::imp=8::pos=75.5::clk=0
LOW,ammonia refrigeration repair california,1,8,0,84.0,/,/services/outdoor-refrigerator-repair/,True,0,8,/services/outdoor-refrigerator-repair/::imp=8::pos=84.0::clk=0
LOW,appliance installation burbank,1,8,0,49.5,/burbank/,/burbank/,False,8,8,/burbank/::imp=8::pos=49.5::clk=0
LOW,appliance repair burbank california,1,8,0,45.6,/burbank/,/burbank/,False,8,8,/burbank/::imp=8::pos=45.6::clk=0
LOW,appliance repair corona ca,1,8,0,40.8,/corona/,/corona/,False,8,8,/corona/::imp=8::pos=40.8::clk=0
LOW,appliance repair inland empire,1,8,0,61.1,/,/riverside-county/,True,0,8,/riverside-county/::imp=8::pos=61.1::clk=0
LOW,appliance repair redondo beach ca,1,8,0,41.9,/redondo-beach/,/redondo-beach/,False,8,8,/redondo-beach/::imp=8::pos=41.9::clk=0
LOW,appliance repair torrance,1,8,0,53.8,/torrance/,/torrance/,False,8,8,/torrance/::imp=8::pos=53.8::clk=0
LOW,appliance repairs,1,8,0,25.0,/,/san-gabriel/,True,0,8,/san-gabriel/::imp=8::pos=25.0::clk=0
LOW,appliance repairs la cañada flintridge,1,8,0,43.4,/los-angeles/,/la-canada-flintridge/,True,0,8,/la-canada-flintridge/::imp=8::pos=43.4::clk=0
LOW,appliance repairs monterey park,1,8,0,18.4,/monterey-park/,/monterey-park/,False,8,8,/monterey-park/::imp=8::pos=18.4::clk=0
LOW,appliance repairs near me,1,8,0,28.9,/,/san-gabriel/,True,0,8,/san-gabriel/::imp=8::pos=28.9::clk=0
LOW,appliance repairs temple city,1,8,0,42.5,/temple-city/,/temple-city/,False,8,8,/temple-city/::imp=8::pos=42.5::clk=0
LOW,barbecue grill repair,1,8,0,29.1,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=29.1::clk=0
LOW,barbeque grill repair,1,8,0,57.8,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=57.8::clk=0
LOW,beverly hills appliance repair,1,8,0,41.0,/beverly-hills/,/beverly-hills/,False,8,8,/beverly-hills/::imp=8::pos=41.0::clk=0
LOW,bosch appliance repair laguna niguel,1,8,0,38.8,/brands/bosch/,/laguna-niguel/,True,0,8,/laguna-niguel/::imp=8::pos=38.8::clk=0
LOW,capital bbq repair,1,8,0,12.1,/outdoor/grill-repair/,/brands/capital-bbq-grill-repair/,True,0,8,/brands/capital-bbq-grill-repair/::imp=8::pos=12.1::clk=0
LOW,commercial patio heater repair,1,8,0,33.9,/outdoor/patio-heater-repair/,/outdoor/patio-heater-repair/,False,8,8,/outdoor/patio-heater-repair/::imp=8::pos=33.9::clk=0
LOW,commercial refrigeration repair costs by region us,1,8,0,9.8,/,/price-list/commercial-refrigerator-repair-cost/,True,0,8,/price-list/commercial-refrigerator-repair-cost/::imp=8::pos=9.8::clk=0
LOW,dryer repair cost,1,8,0,47.9,/price-list/dryer-repair-cost/,/price-list/dryer-repair-cost/,False,8,8,/price-list/dryer-repair-cost/::imp=8::pos=47.9::clk=0
LOW,dryer repair monterey,1,8,0,35.5,/services/dryer-repair/,/monterey-park/,True,0,8,/monterey-park/::imp=8::pos=35.5::clk=0
LOW,dryer vent repair cost,1,8,0,30.6,/price-list/dryer-vent-repair-cost/,/price-list/dryer-vent-repair-cost/,False,8,8,/price-list/dryer-vent-repair-cost/::imp=8::pos=30.6::clk=0
LOW,fisher & paykel dishwasher repair,1,8,0,63.9,/services/dishwasher-repair/,/brands/fisher-paykel-dishwasher-repair/,True,0,8,/brands/fisher-paykel-dishwasher-repair/::imp=8::pos=63.9::clk=0
LOW,fisher & paykel oven repair,1,8,0,27.0,/services/oven-repair/,/brands/fisher-paykel-oven-repair/,True,0,8,/brands/fisher-paykel-oven-repair/::imp=8::pos=27.0::clk=0
LOW,fridge repair burbank,1,8,0,61.5,/burbank/refrigerator-repair/,/burbank/,True,0,8,/burbank/::imp=8::pos=61.5::clk=0
LOW,ge cafe refrigerator repair,1,8,0,27.4,/brands/ge-cafe-refrigerator-repair-refrigerator-repair/,/brands/ge-cafe/,True,0,8,/brands/ge-cafe/::imp=8::pos=27.4::clk=0
LOW,ge repair costa mesa,1,8,0,40.4,/brands/ge/,/costa-mesa/,True,0,8,/costa-mesa/::imp=8::pos=40.4::clk=0
LOW,induction cooktop repair,1,8,0,33.4,/services/cooktop-repair/,/services/induction-cooktop-repair/,True,0,8,/services/induction-cooktop-repair/::imp=8::pos=33.4::clk=0
LOW,kitchen appliance repair pasadena,1,8,0,32.2,/pasadena/,/pasadena/,False,8,8,/pasadena/::imp=8::pos=32.2::clk=0
LOW,la canada flintridge appliance repair,1,8,0,42.5,/la-canada-flintridge/,/la-canada-flintridge/,False,8,8,/la-canada-flintridge/::imp=8::pos=42.5::clk=0
LOW,lg refrigerator repairs,1,8,0,74.6,/brands/lg-refrigerator-repair/,/brands/lg/,True,0,8,/brands/lg/::imp=8::pos=74.6::clk=0
LOW,liebherr freezer repair,1,8,0,53.4,/brands/liebherr-refrigerator-repair/,/brands/liebherr/,True,0,8,/brands/liebherr/::imp=8::pos=53.4::clk=0
LOW,maytag repair laguna niguel,1,8,0,39.4,/brands/maytag/,/laguna-niguel/,True,0,8,/laguna-niguel/::imp=8::pos=39.4::clk=0
LOW,refrigerator repair highland park,1,8,0,35.8,/highland-park/refrigerator-repair/,/highland-park/,True,0,8,/highland-park/::imp=8::pos=35.8::clk=0
LOW,repair bbq,1,8,0,52.0,/outdoor/grill-repair/,/services/bbq-grill-repair-los-angeles/,True,0,8,/services/bbq-grill-repair-los-angeles/::imp=8::pos=52.0::clk=0
LOW,same day appliance repair woodland hills,1,8,0,29.6,/woodland-hills/,/woodland-hills/,False,8,8,/woodland-hills/::imp=8::pos=29.6::clk=0
LOW,san gabriel valley appliance repairs,1,8,0,43.8,/san-gabriel/,/san-gabriel/,False,8,8,/san-gabriel/::imp=8::pos=43.8::clk=0
